,train_loss,train_acc,test_loss,test_acc
1,1.889925986366272,0.31644,1.431222755050659,0.4867
2,1.5116197439956665,0.43988,1.291392197227478,0.5627
3,1.3907054929351808,0.48832,1.2019705930709839,0.581
4,1.3221624396133422,0.5163,1.1925817561149596,0.5804
5,1.269163430557251,0.53626,1.097742179775238,0.6111
6,1.2369096069335936,0.54872,1.1277382454872131,0.6295
7,1.1963872772979736,0.56434,0.9911589641571045,0.6623
8,1.1742014102554321,0.57116,1.0202131771087646,0.6522
9,1.1430386636352539,0.58452,1.028881064414978,0.6361
10,1.110410099811554,0.5965,0.9187904300689698,0.6794
11,1.0945253108596802,0.60274,1.0532568071365356,0.6386
12,1.0727790307235718,0.60816,0.9611604759216309,0.6711
13,1.053740635032654,0.61532,0.9920425020217896,0.6413
14,1.0197522799682617,0.62662,1.0538770868301393,0.6331
15,0.9994392419052124,0.63534,0.9568114028930664,0.6777
16,0.9820547507858276,0.63988,0.8797651678085328,0.692
17,0.9633290592575073,0.64896,0.9678763550758361,0.6587
18,0.9337376080513,0.6628,0.8894165641784668,0.6884
19,0.9139019835662842,0.67104,0.7941893476486206,0.7248
20,0.896085883808136,0.67726,0.8745005071640015,0.6989
21,0.8754184701347351,0.68358,0.8792741609573365,0.6927
22,0.8563856595039367,0.69424,0.9531591993331909,0.6823
23,0.840213346824646,0.69654,0.7981602091789246,0.7238
24,0.8331696920585633,0.69842,0.8449232381820678,0.7127
25,0.811386933555603,0.70864,0.8467713609695434,0.7058
26,0.7902635709762573,0.71418,0.7655577150344849,0.7362
27,0.7775382803726196,0.71964,0.7972515747070312,0.7253
28,0.76370397731781,0.72424,0.8683601457595825,0.6993
29,0.7514341032409668,0.72944,0.7911496482849121,0.7333
30,0.7300320778465271,0.73788,0.8550290890216827,0.7077
31,0.7289190780639648,0.73814,0.914661734008789,0.6952
32,0.7160290556335449,0.74278,0.8164201678276062,0.7225
33,0.7032183321380615,0.74462,0.8323940244674682,0.7148
34,0.6864131303024292,0.7487,0.8056665354251862,0.7262
35,0.6827795851516724,0.75204,0.8079154440879822,0.725
36,0.6725945712471009,0.75524,0.7584378026008606,0.7436
37,0.668269318370819,0.75986,0.7696130864143371,0.7364
38,0.6588192053222657,0.76072,0.7277607438087463,0.7509
39,0.6433040030670166,0.76754,0.7852827785491944,0.7288
40,0.6302827224349976,0.77062,0.9656493902206421,0.6948
41,0.6260501628494263,0.7713,0.7769667469024658,0.7391
42,0.6135161393165588,0.77688,0.8432703731536865,0.7157
43,0.5979254890823364,0.78252,0.7973354501724244,0.7394
44,0.5939029458236694,0.78368,0.8056733217716217,0.7302
45,0.587749451675415,0.78676,0.8974473636627197,0.7101
46,0.5846997468376159,0.78606,0.8175973853111267,0.7309
47,0.5705807303619385,0.79296,0.9112928077697754,0.7153
48,0.568707140083313,0.79218,0.8406152368545532,0.7371
49,0.5623414359664917,0.79334,0.7694075510025025,0.7534
50,0.5520279253196716,0.79988,0.8948897727012635,0.7118
