,train_loss,train_acc,test_loss,test_acc
1,1.618069524230957,0.41928,1.3220228057861327,0.5291
2,1.2335825146865844,0.56302,1.2188472047805785,0.5686
3,1.0974037176513671,0.61334,1.0819806442260742,0.6218
4,0.9949593069076538,0.64974,1.0151852800369263,0.6443
5,0.9172294557380676,0.68116,1.0202289823532105,0.6499
6,0.8454499328994751,0.70704,0.970557599067688,0.6595
7,0.786887596874237,0.727,0.979058441734314,0.6554
8,0.7237966270828247,0.74802,0.923987473487854,0.6787
9,0.6628763403129577,0.77076,0.9496114449501037,0.6738
10,0.6084718862724304,0.78996,0.9350884090423583,0.6804
11,0.5563426958274841,0.8084,0.9686019947052001,0.677
12,0.494243927822113,0.82882,0.9901030321121216,0.6772
13,0.4397629840946197,0.84892,0.9999681497573852,0.677
14,0.3896486801338196,0.86804,1.0240265426635742,0.6806
15,0.3317661967372894,0.8894,1.1132101264953613,0.6699
16,0.29874141607284543,0.9,1.1485764547348023,0.6724
17,0.2530671154117584,0.91714,1.217420315361023,0.6704
18,0.22113937698841096,0.92892,1.251238256263733,0.6813
19,0.19029273345947265,0.93812,1.325384693145752,0.6671
20,0.18128910248756408,0.94066,1.3205324241638183,0.6728
21,0.15410381324768066,0.95212,1.3846459527969361,0.6691
22,0.1304191464948654,0.96082,1.467362931060791,0.6656
23,0.1491053081226349,0.95014,1.4370635520935058,0.67
24,0.1299202468585968,0.95914,1.4998322834014892,0.669
25,0.10860059003353119,0.96692,1.5293727531433106,0.6716
26,0.10702029935359955,0.96746,1.6123470069885253,0.6601
27,0.1157325113105774,0.96274,1.5663738468170165,0.6553
28,0.11952434873104095,0.96084,1.5880636257171632,0.6666
29,0.09963885506629944,0.969,1.6452862182617187,0.6611
30,0.10246092273235322,0.96678,1.60759998588562,0.6657
31,0.10628288720607758,0.96562,1.6576379386901856,0.6618
32,0.09022415508270264,0.97184,1.6886975101470947,0.6631
33,0.09175123081684113,0.97082,1.7250413154602051,0.655
34,0.10628688724994659,0.96538,1.6737900444030762,0.6551
35,0.08932157474040985,0.97264,1.6970399143218995,0.6656
36,0.0792289953815937,0.97514,1.7545269927978515,0.6539
37,0.08055841457366944,0.97546,1.7240331726074218,0.6635
38,0.09094257328271865,0.97102,1.7498018814086913,0.6603
39,0.09035445146083831,0.97148,1.8015532466888429,0.6453
40,0.08321708585739136,0.97426,1.8533030555725098,0.6553
41,0.08506560802698135,0.97276,1.8082190017700195,0.6547
42,0.09178355578422547,0.97054,1.7356947639465332,0.6545
43,0.08437973026037217,0.97336,1.8189357696533204,0.6587
44,0.07847627695441246,0.97558,1.8384144592285157,0.661
45,0.07283699090003967,0.9776,1.8207903846740723,0.6545
46,0.08161406031608581,0.97492,1.7805898811340333,0.6539
47,0.08741699941158294,0.97154,1.806829091644287,0.6568
48,0.0765564617395401,0.97632,1.7774088382720947,0.6647
49,0.06441413645267487,0.98126,1.8546643531799316,0.6511
50,0.08287095015525818,0.9739,1.7827867992401123,0.6535
