,train_loss,train_acc,test_loss,test_acc
1,1.8603691736221313,0.3358,1.3903578987121583,0.5201
2,1.4893650828170777,0.45258,1.40905710773468,0.5072
3,1.362475924720764,0.50196,1.3548027198791504,0.5326
4,1.27941300655365,0.5337,1.4398016448974609,0.503
5,1.2362283435440065,0.55352,1.1135362071990966,0.6119
6,1.1968434236907959,0.56428,1.1425293402671814,0.6025
7,1.156968575782776,0.58082,1.0315653345108031,0.6435
8,1.1221369116973876,0.58812,0.9929717419624329,0.6627
9,1.0998875563812256,0.60064,1.039650429725647,0.6399
10,1.0851000749206543,0.60684,0.9461192171096802,0.6696
11,1.0620319655609132,0.61558,0.9900625874519348,0.664
12,1.0334233756256104,0.62548,0.897797269821167,0.6969
13,1.014964394493103,0.63314,1.0202743478775025,0.6473
14,1.002074836101532,0.638,0.9338725185394288,0.6769
15,0.9724318028068543,0.64784,0.84153948097229,0.7127
16,0.9679273736953735,0.65198,0.972855842590332,0.6632
17,0.9357148811340332,0.6615,0.9433984214782715,0.6725
18,0.9195854551315308,0.66428,0.8916534830093383,0.6894
19,0.9036000006866455,0.67358,0.8638844356536866,0.7133
20,0.8986611303520202,0.67322,1.042866745376587,0.6552
21,0.8717924699783325,0.68398,0.8322110321044922,0.7186
22,0.8509918191528321,0.69266,0.857851422214508,0.7076
23,0.8423311539077759,0.69556,1.156191543006897,0.641
24,0.8219820871543885,0.7023,0.8383039381027222,0.7174
25,0.8126638563919067,0.70366,0.9331064645767212,0.6881
26,0.7970095976829529,0.71154,0.7816120217323304,0.7289
27,0.7924551275253295,0.71126,0.7983137500762939,0.7194
28,0.7794567314338684,0.71656,0.9496489715576172,0.687
29,0.771107777557373,0.7186,0.8793824219703674,0.7074
30,0.7561086692619323,0.72364,0.7966886965274811,0.7364
31,0.7360862975692749,0.7327,0.7631389650344849,0.7406
32,0.7251777772903443,0.73658,0.8505057270050049,0.7161
33,0.7097065173149109,0.74186,0.7493622486591339,0.7451
34,0.6999235597991943,0.7457,0.7308104424476624,0.7522
35,0.6915681484794617,0.7501,0.8436388318061828,0.7157
36,0.6754842195129395,0.7543,0.7746248235225678,0.741
37,0.675460073223114,0.756,0.8269347846031189,0.7227
38,0.6585079343605041,0.76174,0.7688958409309388,0.7466
39,0.650663032207489,0.76312,0.9201620220184327,0.705
40,0.6403432643318177,0.76738,0.7614156742095948,0.7487
41,0.6322456079101563,0.76688,0.7870216162681579,0.7405
42,0.6223601935005187,0.77402,0.8243250284194946,0.73
43,0.6153147081184387,0.77618,0.8451790199279785,0.7167
44,0.6112236380767823,0.77668,0.8559259365081787,0.7259
45,0.6072537411880493,0.7791,0.8040969814300537,0.7295
46,0.5917518350791932,0.7846,0.7691246923446655,0.7466
47,0.5838135775375366,0.78782,0.7796496213912963,0.7462
48,0.5817002990722656,0.78516,0.8472386973381042,0.7268
49,0.5772284071350098,0.7917,0.7925220141410828,0.742
50,0.5693888010025024,0.79098,0.9687950370788574,0.7052
